Sub Status,city,state,american express/premium      ,american express/regular      ,discover/premium              ,discover/regular              ,other card/premium            ,other card/regular            ,store or retail/regular       ,visa/regular                  ,mastercard/regular            ,person 1: technology adoption ,person 1: health well being   ,act/int: wine lovers          ,act/int: do-it-yourselfers    ,act/int:home improve spenders ,act/int: hunting enthusiasts  ,buyer: laptop owners          ,buyer: security sys owners    ,buyer: coupon users           ,buyer: warehouse club members ,lifestyle: life ins policy    ,lifestyle: medical policy     ,lifestyle: medicare policy    ,act/int:video gamer           ,act/int:eats family restaurant,act/int:eats fast food        ,act/int: cat owners           ,act/int: dog owners           ,style: high freq domestic vac ,style: high freq foreign vac  
Active,MILLSBORO,DE,U,U,U,U,U,U,U,U,U,3,4,52,66,2,21,70,35,47,51,39,40,64,65,89,97,80,77,53,42
Active,NEWPORT,RI,U,U,U,U,U,Y,U,Y,Y,1,5,52,49,64,40,43,63,40,64,61,66,99,13,44,38,63,66,41,44
Expired/Cancelled,RIVERSIDE,CA,U,U,U,Y,U,Y,U,Y,Y,4,3,52,10,10,19,56,39,47,23,10,25,99,81,79,75,27,45,48,34
Expired/Cancelled,CHINO HILLS,CA,U,U,U,U,U,Y,U,Y,Y,2,4,52,32,55,31,1,15,18,1,16,12,99,13,70,22,63,9,3,1
Expired/Cancelled,THE COLONY,TX,,,,,,,,,,2,4,52,35,17,24,21,9,28,32,30,54,99,12,41,23,76,54,29,28
Active,HOCKESSIN,DE,U,U,U,U,U,Y,U,Y,Y,4,1,52,10,10,19,56,39,47,27,10,26,99,79,84,74,27,42,50,35
Expired/Cancelled,FEEDING HILLS,MA,U,Y,U,U,U,Y,U,Y,Y,3,1,52,10,10,19,56,39,47,27,10,26,99,74,81,74,10,44,49,34
Active,UNIONTOWN,OH,U,U,U,U,U,U,U,Y,U,3,1,52,7,10,21,48,39,47,27,12,20,99,62,85,59,26,10,51,36
Active,DONALSONVILLE,GA,U,U,U,U,U,U,U,U,U,4,2,52,18,35,9,52,63,90,80,18,25,99,80,91,61,13,4,64,46
Expired/Cancelled,SAN JOSE,CA,U,Y,U,U,U,U,U,Y,U,1,5,52,93,87,98,4,99,64,45,69,56,99,39,98,37,84,99,14,18
Expired/Cancelled,FRESNO,CA,U,U,U,U,U,Y,U,Y,U,2,4,52,38,30,22,35,4,19,36,21,34,99,35,41,26,63,51,12,27
Expired/Cancelled,DURHAM,NC,,,,,,,,,,2,5,52,97,93,99,21,98,23,46,71,83,99,55,78,38,94,99,20,26
Active,STANWOOD,WA,U,U,U,U,U,U,U,Y,U,3,4,52,23,24,12,46,34,51,44,39,34,99,60,77,66,46,32,37,25
Expired/Cancelled,OZONE PARK,NY,U,U,U,U,U,Y,U,Y,U,1,5,52,24,56,86,40,50,14,61,67,67,99,41,35,66,89,77,53,41
Active,EDINBURG,TX,U,Y,U,U,U,Y,U,U,U,2,1,52,33,64,32,42,64,40,38,69,78,99,43,50,58,70,41,65,57
Active,STANWOOD,WA,U,U,U,U,U,Y,U,U,U,3,4,52,23,24,12,46,34,51,44,39,34,99,60,77,66,46,32,37,25
Expired/Cancelled,PORTLAND,OR,,,,,,,,,,2,4,52,56,56,57,25,79,54,63,69,63,99,10,91,74,69,78,19,16
Active,HEDGESVILLE,WV,U,U,U,U,U,U,U,Y,U,3,2,52,69,10,21,75,36,49,55,43,40,60,83,87,99,73,88,50,49
Expired/Cancelled,CLARKSVILLE,TN,U,U,U,U,U,U,U,U,U,2,4,52,38,22,23,19,3,16,28,19,34,99,10,44,22,76,52,11,19
Expired/Cancelled,AUSTIN,TX,U,U,U,U,U,U,U,Y,U,1,3,52,97,93,99,21,98,23,46,71,83,99,55,78,38,94,99,20,26
Expired/Cancelled,LAKEWOOD RANCH,FL,U,U,U,U,U,U,U,U,U,2,4,52,48,81,52,5,32,41,41,51,32,99,29,82,18,84,78,7,24
Expired/Cancelled,REXBURG,ID,U,U,U,U,U,Y,U,U,U,1,3,52,89,86,89,10,90,43,61,63,76,99,50,85,52,96,96,27,24
Expired/Cancelled,AUSTIN,TX,,,,,,,,,,2,4,52,39,54,47,32,44,58,33,38,32,99,54,74,72,61,89,5,1
Active,DEERFIELD BEACH,FL,,,,,,,,,,4,2,52,76,34,17,75,48,41,66,61,50,76,79,38,98,74,88,43,53
Active,SACRAMENTO,CA,,,,,,,,,,2,5,52,44,80,91,38,40,44,49,35,51,99,47,29,18,82,92,25,33
Active,KINGSPORT,TN,U,U,Y,Y,Y,Y,U,Y,U,3,3,52,2,32,17,57,54,17,31,21,27,99,33,12,55,27,56,49,30
Active,SEWICKLEY,PA,U,Y,U,U,U,Y,U,Y,Y,3,4,52,31,22,29,49,4,46,12,1,12,99,57,43,33,11,16,20,26
Expired/Cancelled,WALNUT CREEK,CA,U,U,U,U,U,U,U,U,U,2,4,52,97,89,99,8,98,23,45,68,83,99,52,81,44,96,99,20,26
Expired/Cancelled,SICKLERVILLE,NJ,,,,,,,,,,2,4,52,35,43,25,31,41,45,41,52,58,99,4,41,20,31,46,33,41
Active,HOPATCONG,NJ,U,U,U,U,U,U,U,U,U,3,4,52,34,45,32,43,51,43,67,58,59,99,8,43,21,39,74,31,52
Expired/Cancelled,MIAMI,FL,,,,,,,,,,2,4,52,51,30,35,46,58,22,66,53,57,99,6,52,46,64,67,30,35
Expired/Cancelled,LOUISVILLE,KY,U,U,U,U,U,Y,U,Y,U,3,3,52,10,10,20,45,38,47,27,14,32,99,65,84,60,40,42,50,35
Active,WALTHAM,MA,U,U,U,U,U,Y,U,U,U,2,4,52,67,95,57,4,88,67,62,72,57,99,21,94,53,85,98,3,16
Active,PRESCOTT,AZ,,,,,,,,,,2,4,52,76,40,18,71,47,53,66,52,50,85,83,90,98,69,83,41,82
Active,EAST FREETOWN,MA,U,U,U,U,U,U,U,U,U,2,1,52,8,10,20,53,39,43,25,11,27,99,43,68,62,17,56,37,32
Expired/Cancelled,BROOKLYN,NY,U,U,U,U,U,U,U,U,U,3,4,52,37,24,83,37,32,51,54,42,38,99,32,36,75,89,76,24,28
Expired/Cancelled,KINGSTON,NH,U,U,U,U,U,U,U,U,Y,1,4,52,1,33,11,49,63,70,68,46,34,9,15,57,66,29,42,68,66
Active,SCHAUMBURG,IL,,,,,,,,,,2,5,52,97,93,99,21,98,23,46,71,83,99,55,78,38,94,99,20,26
Active,SAN RAMON,CA,,,,,,,,,,2,4,52,39,32,47,29,21,60,54,35,34,99,7,68,56,70,27,2,5
Expired/Cancelled,SHELBY,NC,U,Y,U,Y,U,Y,U,Y,Y,1,1,52,48,65,44,10,41,46,45,35,45,99,23,80,32,79,78,21,23
Active,KENT,OH,,,,,,,,,,3,2,52,31,33,23,43,31,17,22,17,21,99,45,49,45,32,50,28,25
Active,FORT COLLINS,CO,,,,,,,,,,0,0,52,37,22,51,57,31,20,32,32,30,99,90,16,74,46,57,27,26
Active,MARLBOROUGH,MA,U,U,U,U,U,Y,U,U,U,4,2,51,86,52,42,78,80,19,66,67,79,64,60,65,98,78,95,16,16
Expired/Cancelled,OAK PARK,MI,U,U,U,U,U,Y,U,Y,U,3,2,51,67,42,41,88,64,46,45,27,30,6,97,43,99,22,91,41,48
Active,STATEN ISLAND,NY,Y,Y,U,U,U,Y,Y,Y,Y,2,4,51,36,53,66,29,16,18,20,22,22,99,70,69,75,61,63,7,2
Active,BROOKLYN,NY,U,Y,U,Y,U,Y,U,Y,Y,3,3,51,27,14,43,56,42,17,34,26,33,48,71,35,85,76,50,56,41
Expired/Cancelled,DEER PARK,NY,U,Y,U,Y,U,Y,U,U,Y,3,4,51,5,21,20,50,42,47,62,44,33,99,72,93,89,52,53,40,36
Expired/Cancelled,AMHERST,MA,U,U,U,Y,U,Y,U,Y,Y,3,3,51,32,21,18,57,32,31,21,17,20,99,35,19,59,39,55,27,26
Active,IRWIN,PA,U,U,Y,Y,U,Y,Y,Y,U,2,4,51,32,33,15,51,30,19,18,14,29,37,71,47,63,35,37,12,45
Active,HADDONFIELD,NJ,Y,Y,U,U,Y,Y,U,Y,Y,3,3,51,66,52,18,88,64,78,30,7,29,56,89,94,91,47,68,57,72
Active,PHILA,PA,,,,,,,,,,2,3,51,25,3,14,50,30,26,43,25,20,99,75,66,89,52,39,24,20
Active,WAYNE,PA,U,Y,U,U,U,Y,U,U,U,2,4,51,12,33,24,51,25,16,38,33,45,99,44,40,45,26,55,23,25
Expired/Cancelled,OAK RIDGE,NJ,U,U,U,U,U,Y,U,U,U,4,2,51,56,45,21,75,60,75,45,34,32,77,84,90,97,72,88,48,30
Active,RICHMOND,VA,U,Y,U,U,U,Y,Y,Y,U,4,3,51,82,65,33,94,16,11,30,8,23,48,96,42,91,85,94,50,44
Active,PISCATAWAY,NJ,U,Y,U,Y,Y,Y,Y,Y,Y,3,3,51,50,69,34,59,40,7,37,33,49,99,51,7,30,80,75,75,64
Active,STATEN ISLAND,NY,U,Y,U,U,U,U,U,U,U,3,4,51,42,27,36,65,28,13,29,15,23,48,67,39,81,62,51,30,27
Active,BOWLING GREEN,OH,U,Y,U,U,Y,Y,U,Y,Y,4,2,51,73,74,48,85,70,50,44,36,51,55,98,82,97,85,98,39,38
Expired/Cancelled,AVON,IN,U,U,Y,U,U,Y,U,U,Y,2,3,51,35,53,34,64,20,8,30,16,38,99,48,14,30,88,30,67,39
Active,COLUMBIANA,OH,U,Y,Y,Y,Y,Y,U,Y,U,4,2,51,74,20,50,85,26,14,34,21,20,27,99,17,99,58,88,26,23
Active,MOBILE,AL,U,Y,U,Y,U,Y,U,Y,Y,3,3,51,43,80,20,71,35,71,45,10,32,99,69,13,15,83,27,87,86
Expired/Cancelled,FARRAGUT,TN,,,,,,,,,,3,2,51,80,61,24,29,74,48,46,62,53,99,23,60,48,87,80,21,10
Active,SAINT LOUIS,MO,U,U,Y,U,Y,U,U,U,U,3,2,51,80,63,34,94,28,8,36,21,39,48,96,13,91,85,95,71,62
Active,MOUNT PLEASANT,MI,U,U,U,U,U,Y,U,Y,Y,4,2,51,42,78,55,21,39,41,18,35,18,76,66,81,55,70,76,13,23
Active,SKOKIE,IL,U,U,U,U,U,Y,U,Y,Y,4,2,51,76,26,37,86,30,48,32,20,23,31,89,77,98,77,94,42,30
Expired/Cancelled,ARNOLD,MO,U,U,U,U,U,Y,U,Y,U,3,3,51,31,19,21,50,7,38,26,20,31,78,51,54,58,35,41,20,26
Active,OKLAHOMA CITY,OK,,,,,,,,,,2,3,51,56,37,42,51,66,56,59,51,53,99,77,95,89,65,64,18,17
Expired/Cancelled,AUSTIN,TX,U,Y,U,U,U,Y,U,Y,Y,2,1,51,68,88,49,57,62,41,36,45,52,99,58,46,50,76,32,39,48
Active,SPRING,TX,U,U,U,U,U,Y,U,Y,Y,1,2,51,73,20,21,90,7,28,37,21,46,96,80,44,91,74,88,36,31
Expired/Cancelled,RICHMOND,TX,U,U,U,Y,U,Y,U,Y,Y,3,4,51,34,13,20,41,4,62,42,19,33,64,73,32,90,72,59,19,26
Expired/Cancelled,LOCKHART,TX,U,U,U,U,U,U,U,U,Y,4,3,51,31,39,33,57,23,15,15,41,45,64,82,23,82,70,31,27,34
Expired/Cancelled,EAGLE PASS,TX,U,U,U,U,U,Y,U,U,U,2,1,51,31,44,37,41,4,26,12,62,52,99,57,25,48,72,29,42,35
Active,ARTESIA,NM,U,Y,U,U,U,Y,U,Y,Y,3,1,51,31,39,33,57,23,15,15,41,45,64,82,23,82,70,31,27,34
Active,BOTHELL,WA,U,U,U,U,U,Y,U,Y,U,3,3,51,16,20,17,56,37,44,24,8,10,99,83,37,90,9,48,27,30
Expired/Cancelled,SOUTH LAKE TAHOE,CA,U,U,U,U,U,Y,U,Y,U,2,4,51,49,66,46,31,75,45,36,42,50,36,77,76,66,44,83,37,76
Active,BLYTHE,CA,U,Y,U,Y,U,Y,U,Y,Y,3,3,51,30,55,38,73,67,71,40,66,75,99,63,54,52,77,5,86,74
Active,GALENA,MD,U,U,U,Y,U,Y,U,U,Y,4,2,51,31,42,46,65,59,43,49,46,52,6,95,48,82,19,27,48,71
Active,FORT MYERS,FL,U,Y,U,Y,Y,Y,U,Y,Y,4,2,51,99,69,56,71,99,19,43,41,53,28,90,72,93,78,99,29,42
Active,BALTIMORE,MD,U,U,U,U,U,Y,U,U,U,3,3,51,32,57,32,54,21,44,31,20,37,99,66,3,25,78,38,82,75
Active,LONGVIEW,WA,U,U,U,Y,U,Y,U,U,U,4,2,51,72,25,21,90,32,26,15,2,11,37,88,24,94,60,76,36,31
Active,HOUSTON,TX,U,U,U,U,U,U,U,U,U,2,4,51,32,52,32,55,21,20,13,10,14,99,42,50,53,54,16,23,26
Expired/Cancelled,SAINT MICHAEL,MN,U,U,U,Y,U,Y,U,Y,U,2,3,51,24,20,27,19,9,44,6,1,2,99,81,84,68,16,34,17,24
Active,COLGATE,WI,U,U,U,U,U,Y,U,U,U,4,2,51,67,11,24,82,34,49,11,3,24,53,97,92,98,69,87,25,19
Expired/Cancelled,KEY WEST,FL,U,Y,U,U,U,Y,U,Y,Y,4,2,51,5,21,20,50,43,47,62,45,33,99,67,89,89,20,56,40,35
Expired/Cancelled,EAGAN,MN,U,U,U,U,U,U,U,U,U,1,3,51,38,45,45,24,59,48,63,60,55,99,13,86,60,77,55,6,15
Active,CYPRESS,TX,Y,Y,U,U,Y,Y,U,Y,U,3,4,51,53,40,47,24,31,41,20,37,20,99,45,58,37,38,29,13,24
Expired/Cancelled,FREMONT,CA,U,U,U,U,U,Y,U,Y,U,2,4,51,36,57,28,42,25,20,23,33,23,99,25,37,58,70,68,9,3
Active,MONTEREY PARK,CA,Y,U,U,U,Y,Y,U,U,U,4,2,51,36,54,27,35,25,35,24,26,20,99,53,76,64,72,57,2,5
Active,WINONA,MN,U,U,U,U,U,Y,U,U,Y,3,2,51,38,59,45,58,61,43,56,41,63,74,56,84,75,85,90,36,35
Expired/Cancelled,CHATSWORTH,CA,U,U,U,U,U,U,U,U,U,4,2,51,76,52,36,89,33,24,43,43,38,91,82,68,96,81,95,24,14
Expired/Cancelled,LA CROSSE,WI,U,U,U,U,U,U,U,U,Y,3,3,51,31,26,17,55,60,28,4,13,27,99,92,62,86,42,36,25,9
Active,ELBERTA,AL,U,U,U,U,U,Y,U,Y,U,4,2,51,61,21,14,75,26,25,30,12,10,53,97,57,99,56,85,23,28
Active,EARLETON,FL,U,U,U,U,U,Y,U,Y,Y,3,2,51,31,28,47,67,60,25,49,46,52,6,95,48,86,25,42,46,34
Expired/Cancelled,FRAMINGHAM,MA,U,U,U,U,U,Y,U,Y,U,2,4,51,95,96,56,39,88,66,64,69,68,63,61,74,68,95,98,32,62
Active,COLLEGE STATION,TX,U,Y,U,U,U,Y,U,Y,Y,3,2,51,78,63,47,86,45,69,40,46,31,35,97,63,98,68,92,66,59
Active,OKLAHOMA CITY,OK,U,Y,U,U,U,U,U,U,U,1,3,51,32,21,17,59,31,46,21,17,20,54,88,52,85,43,47,27,26
Active,KEENE,NH,U,Y,U,U,U,Y,U,Y,Y,2,3,51,44,61,44,9,40,46,47,27,44,99,28,80,62,85,89,19,21
Expired/Cancelled,FAIRFAX,VA,U,U,U,U,U,U,U,U,U,1,4,51,15,46,34,47,53,11,21,62,47,99,30,20,43,65,33,36,18
Active,CANYON COUNTRY,CA,U,U,U,U,U,U,U,Y,U,3,4,51,31,17,26,57,1,23,22,25,47,66,48,20,53,60,52,36,36
Active,CINCINNATI,OH,U,Y,U,Y,Y,Y,U,Y,U,3,3,51,11,11,29,46,19,27,5,3,2,99,45,52,59,37,26,21,6
Active,PHOENIX,AZ,U,U,U,U,U,U,U,U,U,2,4,51,25,16,21,34,23,47,39,28,24,99,60,85,82,55,56,27,25
Active,OAKWOOD,OH,U,U,U,U,U,Y,U,Y,U,3,3,51,32,21,17,59,31,46,21,17,20,54,88,52,85,43,47,27,26
Expired/Cancelled,SOUTHINGTON,CT,U,U,U,U,U,Y,U,Y,Y,3,3,51,88,56,43,76,33,72,65,43,67,85,96,53,95,26,79,37,36
Active,APPLETON,WI,U,U,U,U,U,Y,U,Y,U,2,3,51,30,18,22,41,26,17,22,12,21,99,45,46,55,32,50,25,25
Expired/Cancelled,GORHAM,ME,U,Y,U,U,U,Y,U,Y,U,3,4,51,5,31,11,34,64,32,64,52,50,99,41,59,68,42,33,61,35
Expired/Cancelled,SEAL BEACH,CA,U,U,U,U,U,Y,U,U,U,4,2,51,83,58,42,80,94,79,66,67,82,55,87,74,98,58,99,54,33
Active,ALAMEDA,CA,U,U,U,U,U,Y,U,Y,U,3,2,51,37,24,45,25,35,43,35,43,39,99,40,77,56,82,67,20,24
Expired/Cancelled,PERTH AMBOY,NJ,U,Y,U,U,U,U,U,Y,U,2,5,51,30,51,43,58,61,18,51,66,76,99,78,28,71,73,74,77,55
Active,LAS VEGAS,NV,,,,,,,,,,4,2,51,74,20,50,85,26,14,34,21,20,27,99,17,99,58,88,26,23
Expired/Cancelled,HOUSTON,TX,U,U,U,U,U,Y,U,Y,U,3,5,51,38,59,48,50,42,41,30,46,31,99,78,67,78,28,65,39,24
Expired/Cancelled,DES MOINES,IA,U,U,U,U,U,Y,U,Y,Y,2,3,51,35,11,41,53,31,28,19,9,13,99,47,45,56,22,26,21,23
Active,CONROE,TX,U,Y,U,U,U,U,U,Y,Y,3,4,51,43,56,41,49,52,23,19,67,70,99,25,50,27,85,26,50,20
Expired/Cancelled,SANTA CLARA,CA,,,,,,,,,,2,3,51,46,78,47,38,69,63,59,52,40,99,69,99,70,74,91,5,11
Expired/Cancelled,CHICAGO,IL,,,,,,,,,,1,2,51,82,58,47,89,61,15,42,43,51,45,87,36,98,90,88,60,28
Active,DEPTFORD,NJ,U,U,U,U,U,U,U,U,Y,2,4,51,12,33,24,51,25,16,38,33,45,99,44,40,45,26,55,23,25
Active,SAN FRANCISCO,CA,U,U,U,U,U,U,U,Y,Y,2,4,51,32,52,26,42,33,13,26,43,38,99,46,31,64,38,69,19,11
Active,BILLINGS,MT,Y,Y,Y,Y,Y,Y,U,Y,Y,3,4,51,66,52,18,88,64,78,30,7,29,56,89,94,91,47,68,57,72
Expired/Cancelled,MERRITT ISLAND,FL,U,U,U,U,U,Y,U,Y,U,2,3,51,34,29,19,55,56,53,60,42,49,99,76,89,85,45,29,45,72
Active,MARSHFIELD,WI,U,Y,U,U,U,Y,U,U,U,2,1,51,40,34,15,17,35,48,60,17,49,99,8,94,50,54,21,42,28
Active,DALY CITY,CA,U,U,U,U,U,Y,U,U,U,2,4,51,18,68,32,47,53,13,24,59,43,99,48,27,64,53,69,34,17
Expired/Cancelled,ALHAMBRA,CA,U,U,U,U,U,U,U,U,U,1,3,51,43,29,38,50,24,17,25,20,30,99,65,28,72,66,76,36,27
Active,BUFORD,GA,U,Y,U,U,U,Y,U,U,Y,2,1,51,26,21,19,35,26,38,35,27,50,99,12,43,18,35,8,39,38
Expired/Cancelled,AUSTIN,TX,Y,Y,Y,Y,Y,Y,U,Y,U,3,2,51,35,61,48,50,43,26,27,44,31,99,64,69,74,55,60,42,24
Expired/Cancelled,KANEOHE,HI,U,U,U,U,U,Y,U,U,Y,1,3,51,45,30,24,52,53,20,33,56,47,99,25,39,55,67,64,17,13
Active,ROSEMEAD,CA,,,,,,,,,,1,5,51,37,54,34,41,58,23,22,67,59,99,20,53,39,82,68,34,22
Active,PORTAGE,MI,U,U,U,U,U,Y,U,Y,Y,3,3,51,28,13,29,50,43,54,29,21,33,99,80,86,78,44,47,45,38
Active,SOUTH BEND,IN,U,U,U,Y,U,Y,U,Y,Y,3,3,51,32,22,17,56,31,46,20,15,18,99,83,49,76,38,42,28,26
Active,GROVELAND,CA,U,U,U,U,U,Y,U,Y,U,3,4,51,5,21,20,50,43,47,62,45,33,99,67,89,89,20,56,40,35
Expired/Cancelled,CAMBRIA HEIGHTS,NY,U,U,U,U,U,Y,U,Y,Y,2,5,51,34,42,48,56,37,24,41,65,50,99,57,49,80,85,72,45,34
Active,CUMMAQUID,MA,U,U,U,U,U,Y,U,Y,Y,4,2,51,31,40,17,44,57,62,35,30,31,43,86,43,84,28,35,55,77
Active,DES PLAINES,IL,U,U,U,U,U,U,U,U,U,2,3,51,50,55,40,71,54,20,14,64,63,99,50,43,64,64,66,34,15
Active,LAGUNA WOODS,CA,U,U,U,U,U,U,U,Y,U,4,2,51,80,58,44,59,94,79,66,67,71,55,86,83,99,73,99,52,32
Expired/Cancelled,FREMONT,CA,U,U,U,U,U,Y,U,U,Y,2,4,51,31,38,25,39,30,18,25,33,37,99,35,71,68,69,59,18,10
Expired/Cancelled,FORT COLLINS,CO,U,U,U,U,U,Y,U,Y,U,2,4,51,34,33,23,36,12,39,41,36,54,99,23,33,23,63,57,33,42
Active,LEWISVILLE,TX,U,U,U,U,U,Y,U,U,U,3,4,51,30,14,24,51,10,39,39,22,46,99,49,46,52,27,53,32,41
Expired/Cancelled,QUEENS VILLAGE,NY,U,U,U,U,U,Y,U,U,U,1,5,51,61,65,41,45,62,21,32,63,61,99,5,56,19,75,71,39,15
Active,SAN JOSE,CA,U,Y,U,U,U,Y,U,Y,Y,3,5,51,32,52,26,42,33,13,26,43,38,99,46,31,64,38,69,19,11
Expired/Cancelled,HOUSTON,TX,U,U,U,U,U,Y,U,Y,U,2,3,51,31,43,33,54,22,26,16,41,45,99,77,27,69,68,28,39,35
Active,NEW YORK,NY,U,Y,U,U,U,Y,U,Y,Y,2,4,51,34,5,38,56,39,22,46,35,52,99,21,25,54,52,27,44,27
Active,NORMAN,OK,U,U,U,U,U,Y,U,U,Y,1,2,51,34,60,44,54,56,43,28,20,46,58,91,80,85,74,89,33,35
Active,FEDERAL WAY,WA,U,Y,U,U,U,Y,U,Y,Y,4,2,51,78,19,23,78,10,16,40,25,54,63,62,42,87,77,88,24,28
Expired/Cancelled,SPRINGFIELD,OH,U,U,U,U,Y,Y,U,Y,U,3,2,51,80,23,41,80,34,18,31,13,13,24,86,39,93,40,80,23,30
Active,RAINBOW CITY,AL,U,U,U,U,U,Y,U,Y,U,4,2,51,65,20,12,76,30,25,49,27,26,53,82,62,97,66,84,32,23
Active,ORIENT,OH,U,U,Y,U,Y,Y,U,U,Y,4,3,51,32,21,27,65,2,46,10,1,12,37,60,41,38,27,22,21,28
Expired/Cancelled,WINSTON SALEM,NC,U,U,U,Y,U,Y,U,Y,U,3,3,51,14,10,25,34,42,20,12,13,32,99,57,28,59,16,50,50,51
Active,HIALEAH,FL,U,U,U,U,U,Y,U,Y,Y,2,5,51,32,24,35,42,33,10,20,47,47,99,31,37,41,71,15,29,22
Expired/Cancelled,CHARLOTTE,NC,U,Y,U,U,U,Y,U,Y,Y,1,5,51,95,84,47,78,95,13,62,65,97,99,47,2,13,96,91,82,72
Active,MISSION,TX,U,U,U,U,U,Y,U,Y,Y,3,1,51,30,39,33,54,23,15,12,41,44,99,76,21,68,68,29,27,34
Active,LAKE FOREST,CA,U,Y,U,U,U,U,U,Y,U,3,4,51,38,69,34,34,62,35,27,66,56,99,34,65,39,76,58,33,19
Active,PORT WASHINGTON,WI,U,Y,U,Y,U,Y,U,Y,Y,4,3,51,9,29,20,58,57,74,31,20,32,62,66,93,83,59,22,48,23
Expired/Cancelled,SUNNYVALE,CA,U,U,U,U,U,U,U,U,U,2,4,51,30,9,29,13,18,48,22,23,15,99,35,90,61,37,9,8,2
Expired/Cancelled,LAKELAND,FL,U,U,U,U,U,U,U,U,U,4,5,51,51,79,94,14,39,41,43,56,31,99,83,83,56,70,86,9,24
Active,TEMECULA,CA,U,U,U,U,U,Y,U,Y,Y,3,2,51,11,7,24,32,2,34,18,16,18,87,31,64,55,70,46,2,3
Active,SEATTLE,WA,U,U,U,U,U,Y,U,U,U,1,3,51,21,68,32,54,52,13,24,59,43,93,49,26,69,76,71,35,17
Active,GILBERT,AZ,U,U,U,U,U,U,U,Y,U,2,4,51,35,24,24,36,9,28,32,27,54,99,22,41,27,64,56,33,28
Active,RIVERSIDE,CA,U,U,U,U,U,U,U,U,U,2,3,51,35,27,38,34,1,23,2,51,32,99,38,20,41,75,46,23,10
Expired/Cancelled,ADDIS,LA,U,U,U,U,Y,Y,U,Y,U,1,1,51,32,47,21,25,38,45,41,46,55,99,6,60,10,27,2,33,73
Active,LEO,IN,U,U,U,Y,U,Y,U,U,Y,2,3,51,4,4,24,5,15,18,2,4,1,99,68,50,74,17,34,1,3
Expired/Cancelled,LAFAYETTE,CO,U,Y,U,Y,U,Y,U,Y,Y,3,4,51,33,43,20,55,53,49,15,22,30,99,62,87,67,18,16,32,20
Expired/Cancelled,HAYWARD,WI,U,U,U,U,U,U,U,U,Y,4,2,51,30,1,17,44,36,41,46,40,51,53,50,48,84,70,61,49,48
Active,BRADENTON,FL,,,,,,,,,,3,3,51,37,19,35,44,67,80,61,48,57,99,39,86,81,31,62,58,30
Expired/Cancelled,SANTA CLARA,CA,,,,,,,,,,2,4,51,38,65,33,22,63,16,22,62,56,99,2,57,25,83,60,24,14
Expired/Cancelled,MIDLAND PARK,NJ,U,Y,U,Y,U,Y,U,Y,U,3,2,51,22,1,29,53,32,20,6,15,20,99,89,34,86,14,60,15,11
Active,POPLAR GROVE,IL,U,U,U,U,U,Y,U,Y,Y,4,2,51,71,28,25,82,30,40,15,21,5,53,95,66,96,66,83,38,31
Expired/Cancelled,ANNANDALE,VA,,,,,,,,,,4,2,51,66,67,41,85,58,14,45,57,43,91,80,56,96,90,95,41,19
Expired/Cancelled,HADDONFIELD,NJ,U,U,U,U,U,U,U,Y,U,3,3,51,12,21,21,22,30,47,22,11,10,99,34,79,51,40,42,24,23
Active,BROOKLYN,NY,U,Y,U,Y,U,Y,U,Y,Y,3,3,51,28,15,44,52,40,17,30,24,32,99,65,26,74,76,46,54,41
Active,HUGHSON,CA,U,U,U,U,U,U,U,U,U,4,2,51,73,56,20,83,58,22,44,41,43,40,88,45,95,51,84,49,81
Active,OMAHA,NE,U,U,U,U,U,Y,U,Y,U,2,3,51,92,97,49,52,88,46,74,65,85,99,35,25,12,97,95,75,73
Active,PITTSBURGH,PA,U,U,U,U,U,U,U,Y,U,2,3,51,17,11,46,45,27,42,45,19,18,99,55,38,61,29,9,29,31
Expired/Cancelled,COVENTRY,RI,,,,,,,,,,3,4,51,29,10,56,50,28,38,30,21,38,99,86,42,65,5,34,30,37
Expired/Cancelled,EDINBURG,TX,U,U,U,U,U,Y,U,Y,U,4,5,51,30,39,33,54,23,15,12,41,44,99,76,21,68,68,29,27,34
Expired/Cancelled,LAS CRUCES,NM,U,U,U,U,U,Y,U,Y,U,2,5,51,26,34,37,31,12,26,18,67,69,99,15,21,28,80,31,64,54
Active,WICHITA,KS,U,U,U,Y,U,Y,U,U,Y,4,2,51,38,44,40,56,61,74,43,25,34,99,78,70,92,2,70,58,69
Expired/Cancelled,FREMONT,CA,U,Y,U,U,U,Y,U,U,U,1,4,51,38,65,34,18,65,28,22,64,56,99,10,53,32,86,58,32,14
Active,CERRITOS,CA,U,Y,U,Y,U,Y,U,Y,Y,3,4,51,32,52,26,42,33,13,26,43,38,99,46,31,64,38,69,19,11
Expired/Cancelled,MESQUITE,TX,U,U,U,U,U,U,U,Y,Y,4,2,51,82,65,33,94,16,11,30,8,23,48,96,42,91,85,94,50,44
Expired/Cancelled,BOERNE,TX,U,U,U,U,U,U,U,U,U,2,4,51,38,31,23,23,3,16,28,17,34,99,19,43,25,76,55,13,19
Expired/Cancelled,LAS VEGAS,NV,,,,,,,,,,2,4,51,37,14,23,34,2,16,28,12,34,99,21,41,33,65,55,12,19
Expired/Cancelled,PLANO,TX,U,U,U,U,U,Y,U,Y,Y,2,4,51,29,92,52,7,64,26,34,46,39,99,37,83,43,86,88,20,26
